X,OriginationTime,TransmissionTime,txSequenceNumber,loggerSequenceNumber,loggedTime,CDLConnectionHealth,ThrottlePosition___,EngineSpeed_rpm_,DesiredEngineSpeed_rpm_,BoostPressure_kPa_,EngineLoadFactor___,FuelConsumptionRate_l_h_,GroundSpeed_mph_,TransmissionOutputSpeed_rpm_,LockupClutchCurrent___,NeutralizeSwitchStatus,DirectionSwitchPositionStatus,RideControlSwitchStatus,TransmissionSwitchStatus,ParkBrakeSwitchStatus,DownShiftSwitchStatus,UpShiftSwitchStatus,LockupClutchEnableSwitchStatus,TorqueConverterSpeed_rpm_,GroundSpeedAndDirection_kph_,ShiftLeverPositionStatus,ActualGearStatus,ReverseSteeringSolenoidStatus,ParkBrakeStatus,ServiceBrakeStatus,AutoRetardModeStatus,AccelerationPedalStatus,FrontServiceBrakeOilPressure_kPa_,RearServiceBrakeOilPressure_kPa_,HydraulicOilTemperature_degC_,FuelGauge___,SystemVoltage_volts_,NewOriginTime,NewTransmissionTime
53693,1162916296.33494,1162916296.33494,23023,0,0,0,53.6,1704,1499.5,24.5,9,0,10,981,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1725,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Released,36,103,75,36,28.2,2016-11-11 16:18:35.334940,2016-11-11 16:18:35.334940
53695,1162916297.61491,1162916297.61491,23025,0,0,0,63.6,1531,1688,17.5,16,7,9,868,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1529,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,25,42,75,35,28.2,2016-11-11 16:18:36.614910,2016-11-11 16:18:36.614910
53696,1162916298.23524,1162916298.23524,23026,0,0,0,84.8,1560,2080.5,30.5,74,29.45,9,907,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1589,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,23,42,75,32,28.2,2016-11-11 16:18:37.235240,2016-11-11 16:18:37.235240
53696,1162916298.23524,1162916298.23524,23026,0,0,0,84.8,1560,2080.5,30.5,74,29.45,9,907,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1589,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,23,42,75,32,28.2,2016-11-11 16:18:37.235240,2016-11-11 16:18:37.235240
53698,1162916299.51509,1162916299.51509,23028,0,0,0,98,1770.5,2120,94,100,27.45,10,1018,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1799,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,23,40,75,32,28.2,2016-11-11 16:18:38.515090,2016-11-11 16:18:38.515090
53698,1162916299.51509,1162916299.51509,23028,0,0,0,98,1770.5,2120,94,100,27.45,10,1018,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1799,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,23,40,75,32,28.2,2016-11-11 16:18:38.515090,2016-11-11 16:18:38.515090
53699,1162916300.1354,1162916300.1354,23029,0,0,0,98.8,1857,2120,118,100,26.15,10.5,1068,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1872,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,24,41,75,33,28.1,2016-11-11 16:18:39.135400,2016-11-11 16:18:39.135400
53699,1162916300.1354,1162916300.1354,23029,0,0,0,98.8,1857,2120,118,100,26.15,10.5,1068,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1872,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,24,41,75,33,28.1,2016-11-11 16:18:39.135400,2016-11-11 16:18:39.135400
53701,1162916301.41527,1162916301.41527,23031,0,0,0,24,1922,948,50.5,0,0,11.5,1134,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1940,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Released,284,359,75,35,28.2,2016-11-11 16:18:40.415270,2016-11-11 16:18:40.415270
53701,1162916301.41527,1162916301.41527,23031,0,0,0,24,1922,948,50.5,0,0,11.5,1134,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1940,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Released,284,359,75,35,28.2,2016-11-11 16:18:40.415270,2016-11-11 16:18:40.415270
53702,1162916302.03598,1162916302.03598,23032,0,0,0,24,1787,958.5,30.5,0,0,10.5,1016,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1899,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Released,242,348,75,38,28.2,2016-11-11 16:18:41.035980,2016-11-11 16:18:41.035980
53702,1162916302.03598,1162916302.03598,23032,0,0,0,24,1787,958.5,30.5,0,0,10.5,1016,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1899,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Released,242,348,75,38,28.2,2016-11-11 16:18:41.035980,2016-11-11 16:18:41.035980
53704,1162916303.31539,1162916303.31539,23034,0,0,0,71.6,1581,1849.5,18,28,23.65,9,903,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1596,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,42,224,75,42,28.1,2016-11-11 16:18:42.315390,2016-11-11 16:18:42.315390
53704,1162916303.31539,1162916303.31539,23034,0,0,0,71.6,1581,1849.5,18,28,23.65,9,903,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1596,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,42,224,75,42,28.1,2016-11-11 16:18:42.315390,2016-11-11 16:18:42.315390
53706,1162916304.59554,1162916304.59554,23036,0,0,0,81.2,1633,2003,72.5,92,29.45,9.5,951,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1686,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,49,135,75,44,28.2,2016-11-11 16:18:43.595540,2016-11-11 16:18:43.595540
53706,1162916304.59554,1162916304.59554,23036,0,0,0,81.2,1633,2003,72.5,92,29.45,9.5,951,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1686,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,49,135,75,44,28.2,2016-11-11 16:18:43.595540,2016-11-11 16:18:43.595540
53707,1162916305.21537,1162916305.21537,23037,0,0,0,77.6,1732.5,1955,95,89,28.05,10,1018,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1797,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,28,43,75,44,28.2,2016-11-11 16:18:44.215370,2016-11-11 16:18:44.215370
53707,1162916305.21537,1162916305.21537,23037,0,0,0,77.6,1732.5,1955,95,89,28.05,10,1018,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1797,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,28,43,75,44,28.2,2016-11-11 16:18:44.215370,2016-11-11 16:18:44.215370
53709,1162916306.49563,1162916306.49563,23039,0,0,0,96.8,1907.5,2120,120,100,25.3,11,1102,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1926,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,20,38,75,41,28.2,2016-11-11 16:18:45.495630,2016-11-11 16:18:45.495630
53709,1162916306.49563,1162916306.49563,23039,0,0,0,96.8,1907.5,2120,120,100,25.3,11,1102,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1926,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,20,38,75,41,28.2,2016-11-11 16:18:45.495630,2016-11-11 16:18:45.495630
53710,1162916307.11554,1162916307.11554,23040,0,0,0,99.2,1952,2120,119.5,100,24.8,11.5,1135,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1994,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,19,34,75,41,28.2,2016-11-11 16:18:46.115540,2016-11-11 16:18:46.115540
53710,1162916307.11554,1162916307.11554,23040,0,0,0,99.2,1952,2120,119.5,100,24.8,11.5,1135,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1994,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,19,34,75,41,28.2,2016-11-11 16:18:46.115540,2016-11-11 16:18:46.115540
53712,1162916308.3558,1162916308.35581,23042,0,0,0,99.2,2038,2120,121,100,23.85,12,1172,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2050,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,23,37,75,38,28.2,2016-11-11 16:18:47.355800,2016-11-11 16:18:47.355810
53712,1162916308.3558,1162916308.35581,23042,0,0,0,99.2,2038,2120,121,100,23.85,12,1172,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2050,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,23,37,75,38,28.2,2016-11-11 16:18:47.355800,2016-11-11 16:18:47.355810
53713,1162916309.01573,1162916309.01573,23043,0,0,0,99.2,2047,2120,121.5,100,23.75,12,1177,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2067,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,25,39,75,38,28.2,2016-11-11 16:18:48.015730,2016-11-11 16:18:48.015730
53713,1162916309.01573,1162916309.01573,23043,0,0,0,99.2,2047,2120,121.5,100,23.75,12,1177,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2067,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,25,39,75,38,28.2,2016-11-11 16:18:48.015730,2016-11-11 16:18:48.015730
53715,1162916310.25602,1162916310.25603,23045,0,0,0,99.2,2110.5,2120,118.5,99,22.7,12,1209,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2113,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,38,75,38,28.2,2016-11-11 16:18:49.256020,2016-11-11 16:18:49.256030
53715,1162916310.25602,1162916310.25603,23045,0,0,0,99.2,2110.5,2120,118.5,99,22.7,12,1209,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2113,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,38,75,38,28.2,2016-11-11 16:18:49.256020,2016-11-11 16:18:49.256030
53717,1162916311.53613,1162916311.53614,23047,0,0,0,99.2,1835.5,2120,114,100,26.5,12.5,1233,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1227,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,43,75,38,28.2,2016-11-11 16:18:50.536130,2016-11-11 16:18:50.536140
53717,1162916311.53613,1162916311.53614,23047,0,0,0,99.2,1835.5,2120,114,100,26.5,12.5,1233,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1227,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,43,75,38,28.2,2016-11-11 16:18:50.536130,2016-11-11 16:18:50.536140
53718,1162916312.15618,1162916312.15619,23048,0,0,0,99.2,1830.5,2120,121,100,26.6,12.5,1242,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1235,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,23,41,75,39,28.2,2016-11-11 16:18:51.156180,2016-11-11 16:18:51.156190
53718,1162916312.15618,1162916312.15619,23048,0,0,0,99.2,1830.5,2120,121,100,26.6,12.5,1242,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1235,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,23,41,75,39,28.2,2016-11-11 16:18:51.156180,2016-11-11 16:18:51.156190
53720,1162916313.436,1162916313.436,23050,0,0,0,99.2,1833,2120,122.5,100,26.5,13,1264,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1243,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,23,39,75,38,28.1,2016-11-11 16:18:52.436000,2016-11-11 16:18:52.436000
53720,1162916313.436,1162916313.436,23050,0,0,0,99.2,1833,2120,122.5,100,26.5,13,1264,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1243,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,23,39,75,38,28.1,2016-11-11 16:18:52.436000,2016-11-11 16:18:52.436000
53721,1162916314.05604,1162916314.05604,23051,0,0,0,99.6,1836,2120,118.5,100,26.5,13,1281,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1271,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,41,75,38,28.2,2016-11-11 16:18:53.056040,2016-11-11 16:18:53.056040
53721,1162916314.05604,1162916314.05604,23051,0,0,0,99.6,1836,2120,118.5,100,26.5,13,1281,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1271,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,41,75,38,28.2,2016-11-11 16:18:53.056040,2016-11-11 16:18:53.056040
53723,1162916315.3361,1162916315.33611,23053,0,0,0,99.6,1832.5,2120,119.5,100,26.5,13,1298,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1294,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,41,75,38,28.2,2016-11-11 16:18:54.336100,2016-11-11 16:18:54.336110
53723,1162916315.3361,1162916315.33611,23053,0,0,0,99.6,1832.5,2120,119.5,100,26.5,13,1298,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1294,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,41,75,38,28.2,2016-11-11 16:18:54.336100,2016-11-11 16:18:54.336110
53725,1162916316.57637,1162916316.57637,23055,0,0,0,99.2,1839.5,2120,121,100,26.35,13.5,1330,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1321,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,19,43,75,38,28.2,2016-11-11 16:18:55.576370,2016-11-11 16:18:55.576370
53725,1162916316.57637,1162916316.57637,23055,0,0,0,99.2,1839.5,2120,121,100,26.35,13.5,1330,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1321,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,19,43,75,38,28.2,2016-11-11 16:18:55.576370,2016-11-11 16:18:55.576370
53726,1162916317.23633,1162916317.23634,23056,0,0,0,99.2,1842.5,2120,117.5,100,26.35,13.5,1334,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1324,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,44,75,38,28.2,2016-11-11 16:18:56.236330,2016-11-11 16:18:56.236340
53726,1162916317.23633,1162916317.23634,23056,0,0,0,99.2,1842.5,2120,117.5,100,26.35,13.5,1334,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1324,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,44,75,38,28.2,2016-11-11 16:18:56.236330,2016-11-11 16:18:56.236340
53728,1162916318.51652,1162916318.51652,23058,0,0,0,99.6,1851.5,2120,119.5,100,26.25,13.5,1355,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1331,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,24,42,75,38,28.2,2016-11-11 16:18:57.516520,2016-11-11 16:18:57.516520
53728,1162916318.51652,1162916318.51652,23058,0,0,0,99.6,1851.5,2120,119.5,100,26.25,13.5,1355,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1331,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,24,42,75,38,28.2,2016-11-11 16:18:57.516520,2016-11-11 16:18:57.516520
53729,1162916319.17638,1162916319.17638,23059,0,0,0,99.6,1854,2120,120,100,26.15,13.5,1369,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1357,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,39,75,38,28.2,2016-11-11 16:18:58.176380,2016-11-11 16:18:58.176380
53729,1162916319.17638,1162916319.17638,23059,0,0,0,99.6,1854,2120,120,100,26.15,13.5,1369,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1357,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,39,75,38,28.2,2016-11-11 16:18:58.176380,2016-11-11 16:18:58.176380
53731,1162916320.45664,1162916320.45664,23061,0,0,0,99.6,1851,2120,118,100,26.25,14,1382,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1360,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,21,38,75,38,28.1,2016-11-11 16:18:59.456640,2016-11-11 16:18:59.456640
53731,1162916320.45664,1162916320.45664,23061,0,0,0,99.6,1851,2120,118,100,26.25,14,1382,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1360,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,21,38,75,38,28.1,2016-11-11 16:18:59.456640,2016-11-11 16:18:59.456640
53732,1162916321.11655,1162916321.11656,23062,0,0,0,99.6,1841.5,2120,119.5,100,26.35,14,1390,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1379,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,21,38,75,38,28.2,2016-11-11 16:19:00.116550,2016-11-11 16:19:00.116560
53732,1162916321.11655,1162916321.11656,23062,0,0,0,99.6,1841.5,2120,119.5,100,26.35,14,1390,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1379,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,21,38,75,38,28.2,2016-11-11 16:19:00.116550,2016-11-11 16:19:00.116560
53734,1162916322.39677,1162916322.39677,23064,0,0,0,99.6,1405.5,2120,112,100,35.05,14.5,1426,75.9,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1403,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,20,38,75,38,28.1,2016-11-11 16:19:01.396770,2016-11-11 16:19:01.396770
53734,1162916322.39677,1162916322.39677,23064,0,0,0,99.6,1405.5,2120,112,100,35.05,14.5,1426,75.9,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1403,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,20,38,75,38,28.1,2016-11-11 16:19:01.396770,2016-11-11 16:19:01.396770
53737,1162916324.25688,1162916324.25688,23067,0,0,0,99.2,1422.5,2120,113.5,100,34.8,14.5,1446,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1420,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,23,38,75,38,28.2,2016-11-11 16:19:03.256880,2016-11-11 16:19:03.256880
53739,1162916325.53699,1162916325.537,23069,0,0,0,99.6,1495.5,2120,113.5,100,32.65,15,1483,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1449,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,30,50,75,38,28.1,2016-11-11 16:19:04.536990,2016-11-11 16:19:04.537000
53740,1162916326.19699,1162916326.19699,23070,0,0,0,99.2,1419.5,2120,113.5,100,34.7,14.5,1453,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1469,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,37,75,38,28.2,2016-11-11 16:19:05.196990,2016-11-11 16:19:05.196990
53742,1162916327.47701,1162916327.47702,23072,0,0,0,99.6,1479.5,2120,113,100,33,15,1494,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1474,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,43,75,38,28.2,2016-11-11 16:19:06.477010,2016-11-11 16:19:06.477020
53743,1162916328.13718,1162916328.13718,23073,0,0,0,99.2,1479,2120,113.5,100,33.15,15,1497,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1485,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,40,75,38,28.2,2016-11-11 16:19:07.137180,2016-11-11 16:19:07.137180
53745,1162916329.41709,1162916329.41709,23075,0,0,0,99.6,1496,2120,115.5,100,32.65,15.5,1517,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1516,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,41,75,38,28.2,2016-11-11 16:19:08.417090,2016-11-11 16:19:08.417090
53748,1162916331.31733,1162916331.31734,23078,0,0,0,99.6,1527.5,2120,116.5,100,31.95,15.5,1551,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1540,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,40,75,38,28.2,2016-11-11 16:19:10.317330,2016-11-11 16:19:10.317340
53750,1162916332.59739,1162916332.59739,23080,0,0,0,99.6,1543,2120,118,100,31.6,16,1565,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1556,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,20,38,75,39,28.2,2016-11-11 16:19:11.597390,2016-11-11 16:19:11.597390
53751,1162916333.21741,1162916333.21741,23081,0,0,0,99.2,1554.5,2120,119.5,100,31.35,16,1565,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1549,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,23,41,75,39,28.2,2016-11-11 16:19:12.217410,2016-11-11 16:19:12.217410
53753,1162916334.45756,1162916334.45756,23083,0,0,0,99.6,1564,2120,118.5,100,31.25,16,1582,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1558,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,28,42,75,38,28.2,2016-11-11 16:19:13.457560,2016-11-11 16:19:13.457560
53754,1162916335.07747,1162916335.07747,23084,0,0,0,99.6,1575,2120,119.5,100,31,16,1589,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1571,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,19,42,75,38,28.2,2016-11-11 16:19:14.077470,2016-11-11 16:19:14.077470
53756,1162916336.3177,1162916336.31771,23086,0,0,0,99.6,1594,2120,119.5,100,30.65,16,1608,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1591,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,41,75,38,28.2,2016-11-11 16:19:15.317700,2016-11-11 16:19:15.317710
53759,1162916338.21785,1162916338.21786,23089,0,0,0,99.6,1618,2120,118,100,30.15,16.5,1646,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1622,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,27,43,75,38,28.1,2016-11-11 16:19:17.217850,2016-11-11 16:19:17.217860
53761,1162916339.49772,1162916339.49772,23091,0,0,0,99.6,1613.5,2120,120,100,30.15,16.5,1627,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1608,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,43,75,38,28.2,2016-11-11 16:19:18.497720,2016-11-11 16:19:18.497720
53762,1162916340.11784,1162916340.11785,23092,0,0,0,99.6,1622,2120,119,100,30.05,16.5,1649,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1639,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,42,75,38,28.2,2016-11-11 16:19:19.117840,2016-11-11 16:19:19.117850
53764,1162916341.39801,1162916341.39801,23094,0,0,0,99.6,1633.5,2120,120,100,29.8,16.5,1657,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1651,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,45,75,38,28.2,2016-11-11 16:19:20.398010,2016-11-11 16:19:20.398010
53765,1162916342.01805,1162916342.01806,23095,0,0,0,99.2,1635,2120,118,100,29.95,17,1652,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1624,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,42,75,38,28.2,2016-11-11 16:19:21.018050,2016-11-11 16:19:21.018060
53767,1162916343.29808,1162916343.29808,23097,0,0,0,99.6,1650,2120,119.5,100,29.55,17,1669,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1661,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,32,75,38,28.2,2016-11-11 16:19:22.298080,2016-11-11 16:19:22.298080
53770,1162916345.19824,1162916345.19825,23100,0,0,0,40.8,1138.5,1262,21,0,26.5,14.5,1530,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1237,0,FaultFNRP20,N4,Err-Unknown,Off,Released,Off,Released,936,1136,75,38,28.2,2016-11-11 16:19:24.198240,2016-11-11 16:19:24.198250
53772,1162916346.43845,1162916346.43845,23102,0,0,0,39.2,1294.5,1223,15.5,18,9.85,12,1148,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1231,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Released,1117,1310,75,35,28.2,2016-11-11 16:19:25.438450,2016-11-11 16:19:25.438450
53773,1162916347.09839,1162916347.09839,23103,0,0,0,28.8,1049,1039,12.5,0,16.25,10,957,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1208,0,FaultFNRP20,N4,Err-Unknown,Off,Released,Off,Released,1248,1427,75,35,28.2,2016-11-11 16:19:26.098390,2016-11-11 16:19:26.098390
53775,1162916348.33857,1162916348.33857,23105,0,0,0,23.6,910,934.5,7.5,15,29.7,6.5,606,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,866,0,FaultFNRP20,N4,Err-Unknown,Off,Depressed,Off,Released,1229,1427,75,36,28.2,2016-11-11 16:19:27.338570,2016-11-11 16:19:27.338570
53777,1162916349.61843,1162916349.61843,23107,0,0,0,26.4,993,996,7,24,27.8,2.5,225,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,923,0,FaultFNRP20,F2,Err-Unknown,Off,Depressed,Off,Released,1146,1292,75,36,28.2,2016-11-11 16:19:28.618430,2016-11-11 16:19:28.618430
53778,1162916350.23855,1162916350.23855,23108,0,0,0,34,1048.5,1153,6.5,21,34.45,1,54,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,349,0,FaultFNRP20,F2,Err-Unknown,Off,Depressed,Off,Released,999,1187,75,36,28.1,2016-11-11 16:19:29.238550,2016-11-11 16:19:29.238550
53780,1162916351.51851,1162916351.51851,23110,0,0,0,99.6,1238,2120,26.5,69,37.65,2,196,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,728,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,118,144,75,36,28.2,2016-11-11 16:19:30.518510,2016-11-11 16:19:30.518510
53783,1162916353.45895,1162916353.45895,23113,0,0,0,99.6,1849,2120,103.5,99,26.25,4.5,488,80,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1949,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,31,42,75,36,28.2,2016-11-11 16:19:32.458950,2016-11-11 16:19:32.458950
53784,1162916354.07885,1162916354.07885,23114,0,0,0,99.6,2069.5,2120,117.5,100,22.8,5.5,537,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,2086,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,30,40,75,36,28.2,2016-11-11 16:19:33.078850,2016-11-11 16:19:33.078850
53786,1162916355.35889,1162916355.35889,23116,0,0,0,99.6,1714.5,2120,121.5,100,28.4,4,361,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,614,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,26,35,75,35,28.2,2016-11-11 16:19:34.358890,2016-11-11 16:19:34.358890
